url,job_title,company,salary_min,salary_max,remote,workplace_type,location,seniority_level,commitment,apply_source
http://hias.hrmdirect.com/employment/view.php?req=3517141,"Associate Director, Mass Marketing Fundraising & Supporter Engagement",HIAS,87750.0,100000.0,no,Hybrid,Silver Spring or New York,Mid Level,Full Time,hrmdirect
https://cengage.wd5.myworkdayjobs.com/cengagenorthamericacareers/job/United-States/Director--Marketing-Automation--Remote-_R2025-737-1,"Director, Marketing Automation (Remote)",Cengage,138200.0,160000.0,yes,Remote,United States or Massachusetts,Senior Level,Full Time,workday
https://barings.wd1.myworkdayjobs.com/barings/job/New-York-NY-United-States/Senior-Director--Head-of-US-Wealth-Marketing_JR_006115-1,"Senior Director, Head of US Wealth Marketing",Barings,120000.0,170000.0,no,Hybrid,New York or Charlotte,Senior Level,Full Time,workday
https://job-boards.greenhouse.io/betterhelpcom/jobs/4919898008,Senior Director of Performance Marketing,BetterHelp,225000.0,260000.0,yes,Remote,United States,Senior Level,Full Time,grnhse
https://jobs.lever.co/talkiatry/3830fb88-7485-47fc-ae43-ce31c7d5eab5/apply,Director of Product Marketing,Talkiatry,180000.0,235000.0,yes,Remote,United States,Senior Level,Full Time,lever
https://apply.workable.com/j/89D6D9E8B2,Director of Product Marketing,Persado,170000.0,200000.0,no,Hybrid,New York or United States,Senior Level,Full Time,workable
https://www.augury.com/careers/8158212002?gh_jid=8158212002,Director of Product Marketing,Augury,230000.0,275000.0,yes,Remote,United States,Senior Level,Full Time,grnhse
https://job-boards.greenhouse.io/styleseat32/jobs/7238213,Director of Product Marketing,StyleSeat,163300.0,236000.0,yes,Remote,United States,Senior Level,Full Time,grnhse
https://job-boards.greenhouse.io/axsometherapeutics/jobs/5644771004,"Senior Product Manager/Associate Director, Consumer Marketing , Psychiatry",Axsome Therapeutics,140000.0,170000.0,no,Onsite,"New York, New York, United States",Senior Level,Full Time,grnhse
https://recruiting.paylocity.com/Recruiting/Jobs/Details/3548919,BWF - Director of Annual Giving,BWF,80000.0,95000.0,yes,Remote,United States,Senior Level,Full Time,paylocity
https://channelmechanics.bamboohr.com/careers/82,VP of Revenue Marketing,Channelscaler,,,yes,Remote,United States,Senior Level,Full Time,bamboohr
https://careers.shiseido.com/job/New-York-Executive-Director%2C-US-Fragrances-NY-10001/1235304401/,"Executive Director, US Fragrances (New York, NY, US)",SHISEIDO,,,no,Hybrid,"New York, New York, United States",Senior Level,Full Time,successfactors
https://alcumus.pinpointhq.com/en/postings/37338b09-f072-485d-b04c-bf645f635ff9,"Group Director, Product Marketing ",Alcumus,,,yes,Remote,United States,Senior Level,Full Time,pinpoint
https://recruiting.paylocity.com/Recruiting/Jobs/Details/3544158,Elixir Technologies - Technical Product Marketing Director,Elixir Technologies,130000.0,150000.0,yes,Remote,United States,Senior Level,Full Time,paylocity
https://jobs.ashbyhq.com/hims-and-hers/11ca6223-9d08-4eeb-9afd-795999fb2064,"Director, Brand Creative Strategy",Hims & Hers,190000.0,260000.0,yes,Remote,United States,Senior Level,Full Time,ashby
https://www.simplepractice.com/careers-list/?gh_jid=5644839004,Senior Director of Product Marketing,SimplePractice,217000.0,270000.0,yes,Remote,United States,Senior Level,Full Time,grnhse
https://job-boards.greenhouse.io/bloomreach/jobs/7248224,"Associate Director, Product Marketing, Platform & Partnerships",Bloomreach,155000.0,185000.0,yes,Remote,United States,Senior Level,Full Time,grnhse
https://ats.rippling.com/swoopishiring/jobs/51ae7217-e830-4dd2-b8ed-b67ba1b9b424,Director of Content & Campaigns,Swoop,130000.0,155000.0,yes,Remote,United States,Senior Level,Full Time,rippling
https://job-boards.greenhouse.io/sonymusic/jobs/8143894002,"Associate Director, Marketing Financial Planning",Sony Music Entertainment US,105000.0,115000.0,no,Onsite,"New York, New York, United States",Mid Level,Full Time,grnhse
https://careers.mccannworldgroup.com/en_US/careers/JobDetail/Search-Director-Freelance/5719,Search Director - Freelance,McCann Worldgroup,,,no,Onsite,"New York, New York, United States",Senior Level,Contract,avature
https://careers.mccannworldgroup.com/en_US/careers/JobDetail/Media-Planning-Director/5724,Media Planning Director,,150000.0,187500.0,no,Onsite,"New York, New York, United States",Senior Level,Full Time,avature
https://careers.mccannworldgroup.com/en_US/careers/JobDetail/Media-Planning-Director/5756,Media Planning Director,,140000.0,185000.0,no,Onsite,"New York City, New York, United States",Senior Level,Full Time,avature
https://careers.mccannworldgroup.com/en_US/careers/JobDetail/Project-Management-Director/5763,Project Management Director,McCann Worldgroup,175000.0,200000.0,no,Hybrid,"New York, New York, United States",Senior Level,Full Time,avature
https://twitter.wd5.myworkdayjobs.com/x/job/New-York-City-NY/Director--Creative---Brand-Strategy_R101274,"Director, Creative & Brand Strategy",X,200000.0,297000.0,no,Onsite,"New York City, New York, United States",Senior Level,Full Time,workday
https://careers-nafinc.icims.com/jobs/7500/job?utm_source=hiringcafe_integration&iis=Job%20Board&iisn=HiringCafe,SEO Director,New American Funding,120000.0,130000.0,yes,Remote,United States,Senior Level,Full Time,icims
https://job-boards.greenhouse.io/saltxc/jobs/4890918007,Account Director,SALT XC,,,no,Hybrid,"New York City, New York, United States",Senior Level,Full Time,grnhse
https://sgu.csod.com/ux/ats/careersite/7/home/requisition/1614?c=sgu,"Associate Director, MarTech & Retention Marketing",St. George's University,142800.0,168000.0,no,Onsite,"Great River, New York, United States",Senior Level,Full Time,csod
https://job-boards.greenhouse.io/scorpionenterprisesllc/jobs/4904670008,Director of Account Management,"Scorpion Enterprises, LLC",110000.0,130000.0,yes,Remote,United States,Senior Level,Full Time,grnhse
https://job-boards.greenhouse.io/scorpionenterprisesllc/jobs/4904754008,Director of Account Management,"Scorpion Enterprises, LLC",110000.0,130000.0,yes,Remote,United States or United States or United States or United States or United States or United States,Senior Level,Full Time,grnhse
https://job-boards.greenhouse.io/springhealth66/jobs/4607238005,"Director, Member Engagement Strategy",Spring Health,173110.0,216390.0,no,Hybrid,"New York City, New York, United States",Senior Level,Full Time,grnhse
https://job-boards.greenhouse.io/springhealth66/jobs/4607338005,"Senior Director, Member Growth",Spring Health,199090.0,248860.0,no,Hybrid,"New York City, New York, United States",Senior Level,Full Time,grnhse
https://apply.workable.com/j/72EF714367,Search Acquisition Director,Jump 450,100000.0,150000.0,yes,Remote,United States,Senior Level,Full Time,workable
https://apply.workable.com/j/BBE330DB5C,Cross-Channel Growth Director (Retail Brand),Jump 450,135000.0,135000.0,yes,Remote,"New York City, New York, United States",Senior Level,Full Time,workable
https://transunion.wd5.myworkdayjobs.com/transunion/job/Chicago-Illinois/Senior-Director-Product-Marketing-Platform--Partners--and-Integrations_19036989,"Senior Director Product Marketing Platform, Partners, and Integrations",Transunion,166800.0,250000.0,no,Hybrid,Chicago or New York or Reston,Senior Level,Full Time,workday
https://transunion.wd5.myworkdayjobs.com/transunion/job/New-York-New-York/Sales-Director---Marketing-Solutions---DiMe_19037163,Sales Director - Marketing Solutions - Diversified Markets,TransUnion,94000.0,148000.0,yes,Remote,"New York, New York, United States",Senior Level,Full Time,workday
https://transunion.wd5.myworkdayjobs.com/transunion/job/Chicago-Illinois/Senior-Director--Mortgage-Market-Development_19037026,"Senior Director, Mortgage Market Development",TransUnion,166800.0,250000.0,yes,Remote,Chicago or United States,Senior Level,Full Time,workday
https://www.vumedi.com/public/pages/job/?gh_jid=7177388003,Director of Solutions,Vumedi Inc.,,,yes,Remote,United States,Senior Level,Full Time,grnhse
https://jobs.eu.lever.co/amicustherapeutics/cef772ce-cd6c-4fa7-8c62-9a90ad06b4ed/apply,Senior Director Key Opinion Leader Engagement & Marketing,Amicus Therapeutics,,,yes,Remote,United States,Senior Level,Full Time,eu_lever
https://jobs.commscope.com/job/Virtual-Sr_-Director%2C-Product-Marketing-Othe/1323437500/,"Sr. Director, Product Marketing (Virtual, Other, United States)",CommScope | now meets next,,,yes,Remote,United States,Senior Level,Full Time,successfactors
https://jobs.commscope.com/job/Virtual-Director%2C-Market-Development-K-12-Edu-1-Othe/1324765100/,"Director, Market Development K-12 Edu 1 (Virtual, Other, United States)",CommScope,177400.0,300000.0,yes,Remote,United States,Senior Level,Full Time,successfactors
https://disney.wd5.myworkdayjobs.com/disneycareer/job/New-York-NY-USA/Director--Ad-Sales-Marketing---Partnerships--Distribution-_10127213-1,"Director, Ad Sales Marketing & Partnerships (Distribution)",Disney,165900.0,233000.0,no,Hybrid,New York or Los Angeles or Seattle or Chicago or Bristol,Senior Level,Full Time,workday
https://capitalone.wd12.myworkdayjobs.com/capital_one/job/McLean-VA/Director--Data-Engineering---Marketing-Data-Platform_R225578,"Director, Data Engineering - Marketing Data Platform",Capitalone,239900.0,328500.0,no,Hybrid,McLean or New York or Richmond,Senior Level,Full Time,workday
https://jobs.lever.co/noodle/bc5b7cc4-b374-45f9-a448-353758535eea/apply,"Director, Brand and Content Strategy",Noodle,,,yes,Remote,United States,Senior Level,Full Time,lever
https://careers.nypa.gov/job/White-Plains-Director%2C-Integrated-Media-&-Marketing-Community-Development-NY-10601/1317114700/,"Director, Integrated Media & Marketing - Community Development (White Plains, US)",NYPA Home,154000.0,200000.0,no,Onsite,"White Plains, New York, United States",Senior Level,Full Time,successfactors
https://careers.nypa.gov/job/White-Plains-Director%2C-Digital-Strategy-NY-10601/1305210600/,"Director, Digital Strategy (White Plains, US)",NYPA Home,146000.0,200200.0,no,Onsite,"White Plains, New York, United States",Senior Level,Full Time,successfactors
https://careers.nypa.gov/job/White-Plains-Senior-Director%2C-Integrated-Media-&-Marketing-NY-10601/1305207900/,"Senior Director, Integrated Media & Marketing (White Plains, US)",NYPA Home,175000.0,225000.0,no,Onsite,"White Plains, New York, United States",Senior Level,Full Time,successfactors
https://kohls.wd1.myworkdayjobs.com/kohlscareers/job/Kohls-Corporate-Offices-0900/Director-of-Engineering---Marketing-Technology_R432174-1,Director of Engineering – Marketing Technology,Kohls,,,yes,Remote,United States,Senior Level,Full Time,workday
https://apply.workable.com/j/F46FED3B55,Director of Operations & Strategy,AvantStay,120000.0,130000.0,yes,Remote,United States,Senior Level,Full Time,workable
https://axp.taleo.net/careersection/2/jobdetail.ftl?job=25015368&lang=en,"Director, Category Management - Marketing & Promotions",American Express,130000.0,205000.0,no,Hybrid,"New York City, New York, United States",Senior Level,Full Time,taleo_careersection
https://careers-puttery.icims.com/jobs/6714/job?utm_source=hiringcafe_integration&iis=Job%20Board&iisn=HiringCafe,Director of Partnerships & Activations,Puttery,90000.0,100000.0,no,Onsite,"New York, New York, United States",Senior Level,Full Time,icims
https://careers-driveshack.icims.com/jobs/6714/job?utm_source=hiringcafe_integration&iis=Job%20Board&iisn=HiringCafe,Director of Partnerships & Activations,Drive Shack Inc.,90000.0,100000.0,no,Onsite,"New York, New York, United States",Mid Level,Full Time,icims
https://job-boards.greenhouse.io/goodwaygroup/jobs/5645893004,"Associate Director, Client Experience",Goodway Group,,,yes,Remote,United States,Senior Level,Full Time,grnhse
https://job-boards.greenhouse.io/goodwaygroup/jobs/5650766004,Associate Media Director,Goodway Group,,,yes,Remote,United States or North America,Senior Level,Full Time,grnhse
https://career8.successfactors.com/career?career_ns=job_listing&company=MoodysProd&career_job_req_id=10425,Let's begin! Director - Events & Outreach - Regional Programs (10425),Moody's Corporation,134400.0,194850.0,no,Onsite,"New York, New York, United States",Senior Level,Full Time,successfactors
https://career8.successfactors.com/career?career_ns=job_listing&company=MoodysProd&career_job_req_id=10424,Let's begin! Director - Strategic Events & Outreach (10424),Moody's Corporation,134400.0,194850.0,no,Onsite,"New York City, New York, United States",Senior Level,Full Time,successfactors
https://apply.workable.com/j/38BC6BA99A,Group Account Director - Pharma,SPCSHP,150000.0,200000.0,no,Onsite,"New York, New York, United States",Senior Level,Full Time,workable
https://jobs.jobvite.com/theopusgroup/job/oAfMxfwS?nl=1&fr=true,Strategy Director,The Opus Group,130000.0,165000.0,yes,Remote,United States,Senior Level,Full Time,jobvite
https://apply.workable.com/j/11A3625719,Brand Director,,,,yes,Remote,United States,Senior Level,Full Time,workable
https://job-boards.greenhouse.io/bursonglobalcareers/jobs/4918101008,"Account Director, Digital, Health & Wellness",Burson,60000.0,140000.0,no,Hybrid,"New York City, New York, United States",Senior Level,Full Time,grnhse
https://jobs.ashbyhq.com/flock%20safety/c1cdacd0-c59e-4ede-b186-2563ccc681f9,Director of Social Media,Flock Safety,175000.0,225000.0,yes,Remote,Denver or Los Angeles or Chicago or San Francisco or Austin or Boston or New York or Atlanta,Senior Level,Full Time,ashby
https://jobs.lever.co/avalerehealth/1ff17bcf-7ff1-4199-8668-f5e660e1b154/apply,"Senior Director, Engagement Strategy",Avalerehealth,135000.0,175000.0,yes,Remote,United States,Senior Level,Full Time,lever
https://www.proofserve.com/careers/4608027005?gh_jid=4608027005,Director of Demand Generation,Proof,,,yes,Remote,United States,Senior Level,Full Time,grnhse
https://homedepot.wd5.myworkdayjobs.com/careerdepot/job/TEXAS---VIRTUAL---TX01/Senior-Director--Technology---Retail-Media--Marketing---Data-Platforms--Remote-_Req156303-1,"Senior Director, Technology - Retail Media, Marketing & Data Platforms (Remote)",Homedepot,240000.0,350000.0,yes,Remote,United States,Senior Level,Full Time,workday
https://ats.comparably.com/api/v1/gh/integraladscience/jobs/7238800?gh_jid=7238800,"Senior Director, Global Events",Integral Ad Science,161000.0,276000.0,no,Hybrid,"New York, New York, United States",Senior Level,Full Time,grnhse
https://job-boards.greenhouse.io/globalizationpartners/jobs/7174536003,Director of Content Strategy,G-P,162400.0,203000.0,yes,Remote,United States,Senior Level,Full Time,grnhse
https://hilton.taleo.net/careersection/hil_corp_ext/jobdetail.ftl?job=COR015CI&lang=en,"Creative Director, Social",Hilton Corporate,130000.0,190000.0,no,Hybrid,McLean or New York,Senior Level,Full Time,taleo_careersection
https://hilton.taleo.net/careersection/hil_corp_ext/jobdetail.ftl?job=COR015BE&lang=en,Director Lifestyle F&B Brands Experience & Strategy,Hilton,110000.0,175000.0,no,Onsite,"New York, New York, United States",Senior Level,Full Time,taleo_careersection
https://careers.fitch.group/job/New-York-Director%2C-Podcast-Content-Strategy-and-Publicity-NY-10001/1247853701/,"Director, Podcast Content Strategy and Publicity (New York, NY, US)",Fitch Group,150000.0,200000.0,no,Hybrid,"New York, New York, United States",Senior Level,Full Time,successfactors
https://careers.fitch.group/job/New-York-Senior-Director%2C-Non-Bank-Financial-Institutions-Business-Relationship-Management-team-NY-10001/1220882201/,"Senior Director, Non-Bank Financial Institutions Business Relationship Management team (New York, NY, US)",Fitch Group,150000.0,200000.0,no,Hybrid,"New York City, New York, United States",Senior Level,Full Time,successfactors
https://careers.fitch.group/job/New-York-Director%2C-Non-Bank-Financial-Institutions-Business-Relationship-Management-team-NY-10001/1220877201/,"Director, Non-Bank Financial Institutions Business Relationship Management team (New York, NY, US)",Fitch Group,150000.0,200000.0,no,Hybrid,"New York, New York, United States",Senior Level,Full Time,successfactors
https://careers.fitch.group/job/New-York-DirectorSenior-Director-Structured-Finance-Business-Relationship-Management-NY-10001/1241862401/,"Director/Senior Director - Structured Finance Business Relationship Management (New York, NY, US)",Fitch Group,135000.0,225000.0,no,Hybrid,"New York, New York, United States",Senior Level,"Full Time, Contract, Internship, Temporary, Seasonal, Volunteer, Part Time",successfactors
https://cibc.wd3.myworkdayjobs.com/search/job/New-York-NY/Director--US-TMT-Corporate-Banking_2520147,"Director, U.S. TMT Corporate Banking",CIBC,200000.0,200000.0,no,Onsite,"New York, New York, United States",Senior Level,"Full Time, Part Time, Contract, Internship, Temporary, Seasonal, Volunteer",workday
https://recruiting.paylocity.com/Recruiting/Jobs/Details/3569058,Project Lead The Way - Senior Director of Product and Partner Marketing,Project Lead The Way,,,yes,Remote,United States,Senior Level,Full Time,paylocity
https://careers.theheinekencompany.com/HeinekenUSA/job/White-Plains%2C-New-York-Senior-Brand-Director-NY-10601/1244715801/,"Senior Brand Director (White Plains, New York, NY, US, 10601)",Age Gate - THC | The HEINEKEN Company,,,no,Onsite,"White Plains, New York, United States",Senior Level,Full Time,successfactors
https://jobs.lever.co/wpromote/a74453d3-1bfa-4114-9d10-f220676a9bbd/apply,"Associate Director, Organic Social",Wpromote,98000.0,110000.0,yes,Remote,United States,Senior Level,Full Time,lever
https://jobs.lever.co/wpromote/a16673b4-bdf2-45c3-b5e7-962faea3925c/apply,"Director, Agency Sales",Wpromote,108000.0,145000.0,yes,Remote,United States,Senior Level,Full Time,lever
https://wearehuman8.pinpointhq.com/en/postings/21bbb502-67e9-4a1a-90f8-f6b1e259f8a8,"Director, Client Consulting",Human8,140000.0,140000.0,yes,Remote,"New York City, New York, United States",Senior Level,Full Time,pinpoint
https://zetaglobal.com/jobs/jobs-at-zeta-global?gh_jid=5639622004,"Associate Director, Paid Social",Zeta Global,80000.0,115000.0,no,Hybrid,New York City or Fort Lauderdale or United States,Mid Level,Full Time,grnhse
https://job-boards.greenhouse.io/affirm/jobs/6723232003,"Director, Social & Community",Affirm,191000.0,271000.0,yes,Remote,United States or Canada,Senior Level,Full Time,grnhse
https://job-boards.greenhouse.io/later/jobs/8157873002,"Director, Paid Social",Later,140000.0,170000.0,no,Hybrid,Boston or Chicago or Los Angeles or New York or Remote,Senior Level,Full Time,grnhse
https://job-boards.greenhouse.io/later/jobs/8148702002,Director of Partnerships,Later,100000.0,125000.0,yes,Remote,Boston or Vancouver or United States,Senior Level,Full Time,grnhse
https://job-boards.greenhouse.io/later/jobs/8162337002,Director of Talent Partnerships,Later,150000.0,150000.0,yes,Remote,Boston or Chicago or Massachusetts or Illinois or United States or Canada or Washington,Senior Level,Full Time,grnhse
https://medline.wd5.myworkdayjobs.com/medline/job/REMOTE--Florida/Market-Sales-Director_R2514043-1,Market Sales Director,"Medline Industries, LP",115440.0,173160.0,yes,Remote,United States,Senior Level,Full Time,workday
https://jobs.jobvite.com/the-mars-agency/job/o7tExfwv?nl=1&fr=true,"Director, Data Science",Mars United Commerce,132715.0,208840.0,no,Hybrid,Chicago or New York,Senior Level,Full Time,jobvite
https://swing-left.breezy.hr/p/92e7b7ea410b-senior-director-of-editorial-digital-campaigns,Senior Director of Editorial & Digital Campaigns,Swing Left and Vote Forward,125000.0,130000.0,yes,Remote,United States,Senior Level,Full Time,breezy
https://swing-left.breezy.hr/p/4329edebda8d-director-of-social-media-creative,Director of Social Media & Creative,Swing Left and Vote Forward,110000.0,115000.0,yes,Remote,United States,Senior Level,Full Time,breezy
https://condenast.wd5.myworkdayjobs.com/condecareers/job/1-World-Trade-Center-New-York-NY/Senior-Commerce-Director--Glamour_R-21494-1,"Senior Commerce Director, Glamour",Condenast,150000.0,165000.0,no,Onsite,"New York, New York, United States",Senior Level,Full Time,workday
https://condenast.wd5.myworkdayjobs.com/condecareers/job/1-World-Trade-Center-New-York-NY/Health---Fitness-Director--SELF_R-21265-2,"Health & Fitness Director, SELF",Condé Nast,110000.0,135000.0,no,Onsite,"New York, New York, United States",Senior Level,Full Time,workday
https://job-boards.greenhouse.io/mergeworld/jobs/7241504,"Sr. Director, Program Management (Life Sciences Marketing)",MERGE,129000.0,154000.0,no,Hybrid,"New York, New York, United States",Senior Level,Full Time,grnhse
https://job-boards.greenhouse.io/mergeworld/jobs/7224097,"Sr. Director, Program Management (Life Sciences Marketing)",MERGE,114000.0,138000.0,no,Hybrid,Atlanta or Boston or Chicago or Denver or Kansas City or Montreal or New York City or Los Angeles,Senior Level,Full Time,grnhse
https://therapybrands.wd1.myworkdayjobs.com/ensorahealth/job/Remote---Massachusetts/Director-of-Revenue-Operations_R343,Director of Revenue Operations,Therapybrands,,,yes,Remote,United States,Senior Level,Full Time,workday
https://recruiting.paylocity.com/Recruiting/Jobs/Details/3545127,"Digital Envoy, Inc - Product Director","Digital Envoy, Inc",,,yes,Remote,United States,Senior Level,Full Time,paylocity
https://apply.workable.com/j/EFB3AA449A,Director of Performance Creative,Nood,180000.0,180000.0,yes,Remote,"New York, New York, United States",Mid Level,Full Time,workable
https://job-boards.greenhouse.io/keplergroup/jobs/7238239,Integrated Agency Account Director,Kepler Group,140000.0,173000.0,no,Hybrid,"New York, New York, United States",Senior Level,Full Time,grnhse
https://job-boards.greenhouse.io/imre/jobs/4903980008,"Associate Director, Brand Strategy",imre,100000.0,130000.0,no,Hybrid,New York or Philadelphia,Senior Level,Full Time,grnhse
https://apply.workable.com/j/EAAF3A5D60,"Group Director, Client Lead",Noble People,190000.0,205000.0,no,Onsite,"New York, New York, United States",Senior Level,Full Time,workable
https://jobs.gainwelltechnologies.com/job/Any-city-Director%2C-Provider-Technology-and-Innovation-Strategy-CO-99999/1308012000/,"Director, Provider Technology and Innovation Strategy (Any city, CO, US, 99999)",Gainwell Technologies: Public Health Services and Solutions,137100.0,195800.0,yes,Remote,United States,Senior Level,Full Time,successfactors
https://workforcenow.adp.com/mascsr/default/mdf/recruitment/recruitment.html?cid=ec7ee775-68fd-42a7-89a5-d8e1ff330cbf&jobId=574995,"T1 Director, Advertising Media",undefined,130000.0,130000.0,no,Onsite,Silver Spring or New York,Senior Level,Full Time,adp
https://jobs.jobvite.com/neilpateldigital/job/oU1LxfwX?nl=1&fr=true,"Associate Director, Paid Search",NP Digital,120000.0,135000.0,yes,Remote,United States,Senior Level,Full Time,jobvite
https://careers-belardiwong.icims.com/jobs/1482/director%2c-paid-search%2c-digital-strategy/job,"Director, Paid Search, Digital Strategy",Belardi Wong,,,yes,Remote,United States,Senior Level,Full Time,icims
https://job-boards.greenhouse.io/found/jobs/4606330005,"Director, Paid Media (User Acquisition)",Found,,,yes,Remote,United States,Senior Level,Full Time,grnhse
https://www.nanit.com/pages/careers?gh_jid=5648074004,"Director, Brand Engagement & Content",Nanit,150000.0,160000.0,no,Hybrid,"New York, New York, United States",Senior Level,Full Time,grnhse
https://uscareers2-asm.icims.com/jobs/436913/associate-director%2c-social-media/job,"Associate Director, Social Media",Advantage Solutions,77500.0,100800.0,no,Onsite,Boston or New York or Chicago or Los Angeles,Senior Level,Full Time,icims
https://adobe.wd5.myworkdayjobs.com/external_experienced/job/Remote-New-York/Enterprise-Account-Director---Mfg_R154282,Enterprise Account Director - Mfg.,Adobe,,,yes,Remote,New York or Colorado,Senior Level,Full Time,workday
https://adobe.wd5.myworkdayjobs.com/external_experienced/job/New-York/Enterprise-Account-Director_R158365,Enterprise Account Director,Adobe,256000.0,422600.0,no,Hybrid,New York or Connecticut or Pennsylvania or Massachusetts,Senior Level,Full Time,workday
https://adobe.wd5.myworkdayjobs.com/external_experienced/job/New-York/Enterprise-Account-Director_R159526,Enterprise Account Director,Adobe,256000.0,422600.0,no,Hybrid,New York or Atlanta,Senior Level,Full Time,workday
https://adobe.wd5.myworkdayjobs.com/external_experienced/job/New-York/Technical-Account-Director_R159072-1,Technical Account Director,Adobe,134600.0,243100.0,no,Onsite,New York or Waltham or McLean or Atlanta or Chicago,Senior Level,Full Time,workday
https://jobs.jobvite.com/opus/job/oAfMxfwS?nl=1&fr=true,Strategy Director,Opus Agency,130000.0,165000.0,yes,Remote,United States,Senior Level,Full Time,jobvite
https://job-boards.greenhouse.io/obexp/jobs/8165894002,Account Director,On Board Experiential,100000.0,150000.0,no,Hybrid,"New York City, New York, United States",Senior Level,Full Time,grnhse
https://job-boards.greenhouse.io/obexp/jobs/8165915002,Account Director - Hospitality & Restaurant Lead ,On Board Experiential,100000.0,150000.0,no,Hybrid,"New York City, New York, United States",Senior Level,Full Time,grnhse
https://jobs.ashbyhq.com/directive/ed8206ec-c5a3-4fc3-822a-2c11bb0eac50,"Associate Director, Paid Media (Remote US) - Future Opening",Directive Consulting,100000.0,135000.0,yes,Remote,United States,Senior Level,Full Time,ashby
https://jobs.smartrecruiters.com/CityOfNewYork/3743990009448002-director-of-external-affairs,Director of External Affairs,City of New York,150000.0,165000.0,no,Onsite,"New York City, New York, United States",Senior Level,Full Time,smartrecruiters
https://www.xceptor.com/company/careers/vacancies?gh_jid=4669000101,Key Account Director - Capital Markets/FinTech,Xceptor,140000.0,170000.0,no,Hybrid,"New York, New York, United States",Senior Level,Full Time,grnhse
https://jobs.ashbyhq.com/lemonade/b9a343c5-e3ab-4918-b1ab-6c8e313c0882,Creative Director,Lemonade,150000.0,190000.0,no,Hybrid,"New York City, New York, United States",Senior Level,Full Time,ashby
https://job-boards.greenhouse.io/customerio/jobs/7247103,"Director, Sales ",Customer.io,335000.0,335000.0,yes,Remote,United States or Americas Remote,Senior Level,Full Time,grnhse
https://wf.wd1.myworkdayjobs.com/wellsfargojobs/job/NEW-YORK-NY/Executive-Director_R-489772-1,Executive Director,Wells Fargo,215000.0,355000.0,no,Onsite,"New York, New York, United States",Senior Level,Full Time,workday
https://careers.bbc.co.uk/job/New-York-Director%2C-Retail-Development-10036/828862402/,"Director, Retail Development (New York, US, 10036)",BBC Studios,150000.0,150000.0,no,Hybrid,"New York, New York, United States",Senior Level,Full Time,successfactors
https://job-boards.greenhouse.io/omnicomhealth/jobs/4858243008,"VP, Associate Director, Experience Planning",Omnicom Health,95.0,105.0,no,Hybrid,"New York, New York, United States",Senior Level,Full Time,grnhse
https://career8.successfactors.com/career?career_ns=job_listing&company=sealedaircP1&career_job_req_id=52479,Regional Sales Director - Western Region (52479),,,,yes,Remote,United States or Ohio,Senior Level,Full Time,successfactors
https://cvshealth.wd1.myworkdayjobs.com/cvs_health_careers/job/NY---Work-from-hom/Lead-Director--Enterprise-Social-Media_R0714913,"Lead Director, Enterprise Social Media",Cvshealth,100000.0,231540.0,yes,Remote,United States,Senior Level,Full Time,workday
https://cvshealth.wd1.myworkdayjobs.com/cvs_health_careers/job/Work-At-Home-Illinois/Lead-Director--Proposal-Development---Specialty-Trade-Relations_R0711577,"Lead Director, Proposal Development - Specialty Trade Relations",CVS Health,100000.0,231540.0,yes,Remote,United States,Senior Level,Full Time,workday
https://oaktree.wd1.myworkdayjobs.com/directapply/job/New-York/Managing-Director_2025-366,Managing Director,Oaktree Capital Management,,,no,Onsite,"New York, New York, United States",Senior Level,Full Time,workday
https://oaktree.wd1.myworkdayjobs.com/directapply/job/Los-Angeles/Senior-Vice-President-Managing-Director_2025-370,Senior Vice President/Managing Director,Oaktree Capital Management,275000.0,300000.0,no,Onsite,Los Angeles or New York,Senior Level,Full Time,workday
https://careers.paramount.com/job/New-York-Director%2C-Paid-Media-NY-10036/1322981500/,"Director, Paid Media (New York, NY, US, 10036)",Paramount,,,no,Onsite,"New York, New York, United States",Senior Level,Full Time,successfactors
https://careers-judge.icims.com/jobs/2813/job?utm_source=hiringcafe_integration&iis=Job%20Board&iisn=HiringCafe,Sales Director,The Judge Group,,,yes,Remote,United States,Mid Level,Full Time,icims
https://jobs.smartrecruiters.com/EVERSANA1/744000079801988-senior-art-director-pharma-agency-exp-required-,Senior Art Director (pharma agency exp required),EVERSANA,76000.0,113000.0,yes,Remote,"New York, New York, United States",Mid Level,Full Time,smartrecruiters
https://jobs.ubs.com/TGnewUI/Search/home/HomeWithPreLoad?partnerid=25008&siteid=5012&PageType=JobDetails&jobid=333991,"Associate Director, EM STIR Trader",UBS Group AG,225000.0,275000.0,no,Onsite,"New York, New York, United States",Senior Level,Full Time,brassring
https://jobs.ubs.com/TGnewUI/Search/home/HomeWithPreLoad?partnerid=25008&siteid=5012&PageType=JobDetails&jobid=334366,"Executive Director, Head of Market Risk Control Equities Americas ",UBS Group AG,225000.0,325000.0,no,Onsite,"New York, New York, United States",Senior Level,Full Time,brassring
https://careers-stonex.icims.com/jobs/13152/job?utm_source=hiringcafe_integration&iis=Job%20Board&iisn=HiringCafe,Director - Digital Asset Lending,StoneX Group,150000.0,200000.0,no,Onsite,"New York, New York, United States",Senior Level,Full Time,icims
